en,hv
"what mattered most to her was , not her own preferences , but those of her god , jehovah . ","ang importante sa iya amo ang gusto sang iya dios nga si jehova , kag indi ang iya gusto . "
"when it comes to marriage today , god ' s word still offers the best guidance available regarding the kind of mate to choose and how to become a good husband or wife . ","kon parte sa pag - asawahay sa karon , nagahatag gihapon ang pulong sang dios sang pinakamaayo nga giya sa pagpangita sing tiayon kag kon paano mangin maayo nga bana ukon asawa . "
we do well to follow rebekah ' s example and seek to do things god ' s way . ,maayo gid nga sundon naton ang halimbawa ni rebeca kag himuon ang mga butang suno sa talaksan sang dios . 
bethuel ' s family blessed their beloved rebekah . ,ginpakamaayo sang pamilya ni betuel ang ila pinalangga nga si rebeca . 
"then she and her childhood nurse , deborah , along with some servant girls , set off with eliezer and his men . ","dayon naglakat sia , si debora nga iya yaya sang bata pa sia , kag ang iban pa nga alagad nga babayi upod kay eliezer kag sang iya mga alagad nga lalaki . "
"before long , haran was far behind them . ","wala magdugay , malayo na sila sa haran . "
it was likely not a comfortable trip . ,mahimo nga indi gid mahapos maglakbay . 
"rebekah had seen camels aplenty in her life , but we cannot assume that she was an experienced camel rider . ","madamo na nga kamelyo ang nakita ni rebeca , pero indi kita makasiling nga anad sia magsakay sa kamelyo . "
"the bible portrays her family as shepherd folk , not as traders who drove caravans of camels . ","ginalaragway sang biblia nga ang iya pamilya mga manugbantay sang karnero , indi mga negosyante nga nagasakay sa kamelyo . "
novice camel riders often complain of discomfort even after a very short ride . ,"masami nga nabudlayan ang mga bag - o lang nakasakay sa kamelyo , bisan makadali lang . "
"at any rate , rebekah looked ever forward , no doubt trying to learn all she could from eliezer about isaac and his family . ",wala duhaduha nga interesado gid si rebeca nga mahibaluan kay eliezer ang parte kay isaac kag sa iya pamilya . 
"picture the old man talking to her by an evening campfire , telling her of jehovah ' s promise to his friend abraham . ","imadyina nga nagaistorya sa iya si eliezer kon gab - i malapit sa dabok , nga nagasugid sa iya sang saad ni jehova sa iya abyan nga si abraham . "
god would raise up from abraham ' s family line an offspring who would bring blessings to all mankind . ,pakamaayuhon sang dios ang tanan nga katawhan paagi sa kaliwat ni abraham . 
"think of the awe that filled rebekah ' s heart when she realized that jehovah ' s promise would be fulfilled through her own husband - to - be , isaac hence , through her as well . ","hunahunaa nga nahayanghag si rebeca sang nahibaluan niya nga matuman ang saad ni jehova paagi sa iya palamanhon nga si isaac , kag gani paagi man sa iya . "
"rebekah showed a humility that is rare and precious finally , the day came that we described at the outset of this article . ",nagpakita si rebeca sang tumalagsahon kag dalayawon nga pagkamapainubuson nag - abot na gid man ang adlaw nga ginlaragway sa umpisa sini nga artikulo . 
"as the caravan traversed the negeb and twilight began to fall over the land , rebekah saw a man out walking in the fields . ","samtang nagalabay ang guban sa negeb sang manugsirom na , nakita ni rebeca ang isa ka lalaki nga nagalakatlakat sa latagon kag daw nagapamalandong . "
"he looked thoughtful , contemplative . ","nagpanaug sia dayon sa kamelyo , suno sa mabasa naton ayhan wala na niya ginhulat nga magluhod ang kamelyo kag namangkot sia sa alagad sin - o inang tawo sa latagon nga nagasugata sa aton . "
"she quickly got down from the camel , we read perhaps not even waiting for the beast to kneel down and she asked her guide who is that man there walking in the field to meet us . ","sang nahibaluan niya nga si isaac yadto , gintabunan niya ang iya ulo sang pandong . "
"when she learned that it was isaac , she covered her head with her shawl . ",maathag nga tanda ini sang pagtahod sa iya palamanhon . 
evidently the gesture was a sign of respect for her future husband . ,ina nga pagpasakop mahimo tamdon sang iban sa karon nga dinumaan na . 
that kind of submission may strike some today as old - fashioned . ,"apang ang matuod , ang mga lalaki kag mga babayi makatuon sang leksion sa pagkamapainubuson ni rebeca . "
"really , though , men as well as women may take a lesson from rebekah ' s humility , for who of us does not need more of that lovely quality . ",kay kinahanglan gid naton inang matahom nga kinaiya . 
"we may infer , then , that isaac was a man of warm and tender feelings . ",gani makasiling kita nga si isaac mapinalanggaon gid . 
"what a blessing for such a man to be given a wife who was so industrious , hospitable , and humble . ","isa gid ka pagpakamaayo nga makapangasawa sia sing mapisan , maabiabihon , kag mapainubuson nga babayi . "
how did the two get along . ,kamusta ang ila pag - updanay . 
the bible says simply he fell in love with her . ,ang biblia nagasiling ginhigugma niya sia . 
"how can we help but admire her courage , her industriousness , her hospitality , and her humility . ","dalayawon gid ang iya kaisog , kapisan , pagkamaabiabihon , kag pagkamapainubuson . "
"all of us young and old , men and women , married and single do well to imitate her faith . ","maayo gid nga ilugon naton tanan bata man ukon tigulang , lalaki ukon babayi , minyo ukon indi minyo ang iya pagtuo . "
the account contains no indication that rebekah was detained at the well for hours . ,wala ginsugid sang rekord nga inoras nga nagtener si rebeca sa bubon . 
it does not imply that her family was asleep by the time she finished or that anyone came to see why her errand was taking so long . ,wala man sini ginpakita nga nagatulog na ang iya pamilya sang pagpauli niya ukon may nagkadto sa iya para hibaluon kon ngaa nadugayan sia sa pagpauli . 
"abraham once intended to bequeath all his property to eliezer in case there was no natural heir , so he was surely the eldest and most trusted of abraham ' s servants . ",gintuyo anay ni abraham nga ipapanubli kay eliezer ang tanan niya nga pagkabutang kon wala sia sing anak nga manunubli . gani pat - od nga si eliezer amo ang pinakamagulang kag masaligan gid nga alagad ni abraham . 
that is also how the servant in this account is described . ,amo man sina ang paglaragway sa alagad sa sini nga rekord . 
"now isaac had come from the direction of be er - la hai - roi , for he was dwelling in the land of the neg eb . ","si isaac nagaistar sa duta sang negeb . isa ka bes , nagbalik sia halin sa dalan pakadto sa beer - lahai - roi . "
then laban  and bethuel answered this is from jehovah . ,nagsabat si laban kag si betuel si jehova ang nagpahanabo sini . 
we are not able to say yes or no to you . ,indi kami makasiling sing huo ukon indi sa imo . 
or we are unable to speak bad or good to you . ,ukon indi kami makahambal sing malain ukon maayo sa imo . 
he had the camels kneel down at a well of water outside the city . ,ginpaluko niya ang mga kamelyo malapit sa bubon sa gua sang siudad . 
"it was about evening , the time when the women would go out to draw water . ","manugsirom na sadto , kag amo ini ang tion nga nagagua sa siudad ang mga babayi agod magsag - ub . "
"even before he finished speaking , rebekah , who was the daughter of bethuel the son of mil cah the wife of na hor , abraham ' s brother , came out with her water jar on her shoulder . ","wala pa sia makatapos hambal , naggua sa siudad nga nagapas - an sang iya tibod si rebeca , nga anak ni betuel nga anak ni milca nga asawa ni nahor nga utod ni abraham . "
"she went down to the spring , filled her water jar , and then came back up . ","nagdulhog sia sa tuburan kag ginpuno sing tubig ang iya tibod , kag nagtaklad . "
at once the servant ran to meet her and said please give me a little sip of water from your jar . ,dalidali nga nagdalagan ang alagad sa pagsugata sa iya kag nagsiling palihug paimna ako sing diutay nga tubig sa imo tibod . 
with that she quickly lowered her jar upon her hand and gave him a drink . ,dalidali nga ginpapanaug niya ang tibod halin sa iya abaga kag gin - uyatan ini samtang ginapainom niya ang alagad . 
"so she quickly emptied her jar into the drinking trough and ran again and again to the well to draw water , and she kept drawing water for all his camels . ",dalidali nga ginbubo niya sa pasungan ang tubig sa iya tibod kag nagdalagan balikbalik sa bubon agod magsag - ub . 
"but know this , that in the last days critical times hard to deal with will be here . ","apang hibalua ini , nga sa katapusan nga mga adlaw magaabot ang makahalanguyos nga mga tion nga mabudlay atubangon . "
is there any room at your father ' s house for us to spend the night . ,may kuarto bala sa balay sang imo amay nga mapaligaran namon sang gab - i . 
jehovah has guided me to the house of the brothers of my master . ,gintuytuyan ako ni jehova pakadto sa balay sang mga utod sang akon agalon . 
"with that the man came into the house , and he unharnessed the camels and gave straw and fodder to the camels and water to wash his feet and the feet of the men who were with him . ",gani nagsulod ang alagad sa balay . ginhukas niya ang renda sang mga kamelyo kag ginhatagan niya sing dagami kag kumpay ang mga kamelyo . 
are not also the tax collectors doing the same thing . ,indi bala ginahimo man ini sang mga manugsukot sing buhis . 
be hospitable to one another without grumbling . ,mangin maabiabihon kamo sa isa kag isa nga wala nagakumod . 
"at once he said come , you who are blessed by jehovah . ","nagsiling sia dayon dali ka , ikaw nga ginapakamaayo ni jehova . "
why do you keep standing out here . ,ngaa nagatindog ka pa diri sa gua . 
i have made the house ready and a place for the camels . ,ginhanda ko na ang balay kag ang lugar para sa mga kamelyo . 
so laban  said speak . ,nagsiling si laban maghambal ka . 
"' but they will return here in the fourth generation , because the error of the am or ites has not yet reached its full measure . ","' apang ang ikap - at nga kaliwatan magabalik diri , bangod wala pa mag - abot ang tion nga silutan ang mga amornon . "
"to this god said your wife sarah will definitely bear you a son , and you must name him isaac . ","nagsiling ang dios si sara nga imo asawa magahatag gid sa imo sing isa ka anak nga lalaki , kag hingalanan mo sia nga isaac . "
and i will establish my covenant with him for an everlasting covenant to his offspring after him . ,magahimo ako sing dayon nga katipan sa iya kag sa iya kaliwat sa palaabuton . 
meaning laughter . ,"buot silingon , pagkadlaw . "
"then he said jehovah the god of my master abraham , please grant me success this day , and show your loyal love to my master abraham . ","dayon nagsiling sia jehova nga dios sang akon agalon nga si abraham , palihug hatagi ako sing kadalag - an sa sini nga adlaw , kag pakitai sing mainunungon nga gugma ang akon agalon nga si abraham . "
then laban  and bethuel answered this is from jehovah . ,nagsabat si laban kag si betuel si jehova ang nagpahanabo sini . 
we are not able to say yes or no to you . ,indi kami makasiling sing huo ukon indi sa imo . 
"take her and go , and let her become a wife to the son of your master , just as jehovah has spoken . ","dalha sia , kag mangin asawa sia sang anak sang imo agalon , suno sa ginsiling ni jehova . "
"when he got up in the morning , he said send me off to my master . ","pagbangon nila sang aga , nagsiling sia pabalika na ninyo ako sa akon agalon . "
or we are unable to speak bad or good to you . ,ukon indi kami makahambal sing malain ukon maayo sa imo . 
but i said to my master what if the woman is unwilling to come with me . ,apang nagsiling ako sa akon agalon ano abi kon indi mag - upod sa akon ang babayi . 
you will be released from your oath to me if you go to my family and they will not give her to you . ,"apang kon indi sia pag - ihatag sang akon pamilya nga imo kadtuan , wala ka na sing salabton sa ginpanumpa mo sa akon . "
so they said let us call the young woman and inquire of her . ,gani nagsiling sila tawgon naton ang lamharon nga babayi kag pamangkuton sia . 
they called rebekah and said to her will you go with this man . ,gintawag nila si rebeca kag ginpamangkot maupod ka bala sa sini nga tawo . 
she replied i am willing to go . ,nagsabat sia maupod ako . 
do not become unevenly yoked with unbelievers . ,indi kamo magpagota sing sampihakan upod sa mga indi tumuluo . 
for what fellowship do righteousness and lawlessness have . ,kay paano mag - updanay ang pagkamatarong kag pagkamalinapason . 
or what sharing does light have with darkness . ,ukon paano mag - ambitanay ang kapawa kag kadudulman . 
or what does a believer share in common with an unbeliever . ,ukon paano magkapareho ang tumuluo nga tawo kag ang indi tumuluo . 
in the same way husbands should love their wives as their own bodies . ,"sing kaanggid , ang mga bana dapat maghigugma sang ila asawa kaangay sang ila kaugalingon nga lawas . "
now i am speaking about christ and the congregation . ,karon nagahambal ako tuhoy sa cristo kag sa kongregasyon . 
so they sent off their sister rebekah and her nurse and abraham ' s servant and his men . ,gani ginpalakat nila si rebeca nga ila utod kag ang iya yaya kag ang alagad ni abraham kag ang iya mga tinawo . 
so the servant took rebekah and went on his way . ,gin - upod sang alagad si rebeca kag naglakat sila . 
"that is , her nurse who now served as an attendant . ",yaya nga nagbatiti sa iya nga alagad na niya subong . 
or become the mother of thousands of myriads . ,ukon mangin iloy sang linibo ka mga linaksa . 
"god ' s name as it appears in an ancient bible manuscript some people say that he has no name , others say that it is god or lord , and still others say that he has dozens of names . ","ang ngalan sang dios nga makita sa dumaan nga mga manuskrito sang biblia ang pila ka tawo nagasiling nga wala sia sing ngalan , ang iban nagasiling nga dios ukon ginuo , kag ang iban pa gid nagasiling nga madamo sia sing ngalan . "
what do you think . ,ano sa banta mo . 
"what the bible says you , whose name is jehovah , you alone are the most high over all the earth . ","ang ginasiling sang biblia ikaw , nga ang ngalan amo si jehova , ikaw lamang ang labing mataas sa bug - os nga duta . "
what else can we learn from the bible . ,ano pa ang matun - an naton sa biblia . 
"although god has many titles , he has given himself only one name . ","bisan madamo sing titulo ang dios , isa lang ang iya ngalan . "
god is not a mystery he wants us to get to know him . ,ang dios indi isa ka misteryo gusto niya nga makilala naton sia . 
knowing god ' s name can be the first step to having a friendship with him . ,ang paghibalo sa ngalan sang dios amo ang una nga tikang agod mangin abyan naton sia . 
what would you say . ,ano ang masiling mo . 
yes no it depends what the bible says you must not take up the name of jehovah your god in a worthless way . ,huo indi depende ang ginasiling sang biblia indi ninyo paggamiton ang ngalan ni jehova nga inyo dios sa wala sing pulos . 
the only time it is wrong to use god ' s name is if this is done disrespectfully . ,sala lamang nga gamiton ang ngalan sang dios kon ginahimo ini sing indi matinahuron . 
what else can we learn from the bible . ,ano pa ang matun - an naton sa biblia . 
jesus knew and used god ' s name . ,nahibaluan ni jesus ang ngalan sang dios kag gingamit niya ini . 
god invites us to address him by name . ,ginaagda kita sang dios nga tawgon naton sia sa iya ngalan . 
god ' s enemies try to make people forget his name . ,ginatinguhaan sang mga kaaway sang dios nga malimtan sang mga tawo ang iya ngalan . 
", published by jehovah ' s witnesses also available at www . ",", nga ginabalhag sang mga saksi ni jehova mabasa man ini sa www . "
"org may people know that you , whose name is jehovah , you alone are the most high over all the earth . ","org hil kabay nga mahibaluan sang mga tawo nga ikaw , nga ang ngalan amo si jehova , ikaw lamang ang labing mataas sa bug - os nga duta . "
"then god said once more to moses this is what you are to say to the israelites , jehovah the god of your forefathers , the god of abraham , the god of isaac , and the god of jacob , has sent me to you . ","dayon nagsiling liwat ang dios kay moises amo ini ang isiling mo sa mga israelinhon , ginpadala ako sa inyo ni jehova nga dios sang inyo mga katigulangan , ang dios ni abraham , ang dios ni isaac , kag ang dios ni jacob . "
"' this is my name forever , and this is how i am to be remembered from generation to generation . ","' amo ini ang akon ngalan tubtob san - o , kag paagi sini dumdumon ako sang tanan nga kaliwatan . "
"so that they would seek god , if they might grope for him and really find him , although , in fact , he is not far off from each one of us . ","agod magpanikasog gid sila nga pangitaon ang dios , kag makita nila sia , apang , ang matuod , indi sia malayo sa tagsa sa aton . "
"draw close to god , and he will draw close to you . ","magpalapit kamo sa dios , kag magapalapit sia sa inyo . "
"cleanse your hands , you sinners , and purify your hearts , you indecisive ones . ","tinlui ang inyo mga kamot , kamo nga makasasala , kag putlia ang inyo tagipusuon , kamo nga indi makapamat - od . "
"you must not take up the name of jehovah your god in a worthless way , for jehovah will not leave unpunished the one who takes up his name in a worthless way . ","indi ninyo paggamiton ang ngalan ni jehova nga inyo dios sa wala sing pulos , kay silutan ni jehova ang nagagamit sang iya ngalan sa wala sing pulos . "
for they are prophesying lies to you in my name . ,kay nagapanagna sila sa inyo sing kabutigan sa akon ngalan . 
"i have not sent them , ' declares jehovah . ","wala ko sila ginpadala , ' siling ni jehova . "
"' righteous father , the world has , indeed , not come to know you , but i know you , and these have come to know that you sent me . ","' matarong nga amay , ang kalibutan wala gid makakilala sa imo , apang ako nakakilala sa imo , kag sila nakahibalo nga ginpadala mo ako . "
"give thanks to jehovah , call on his name , make his deeds known among the peoples . ","magpasalamat kamo kay jehova , magpanawag kamo sa iya ngalan , ipahayag sa katawhan ang iya mga binuhatan . "
"they intend to make my people forget my name by the dreams they relate to one another , just as their fathers forgot my name because of ba al . ","tuyo nila nga tungod sa mga damgo nga ginasugid nila , malimtan sang akon katawhan ang akon ngalan subong nga nalimtan sang ila mga amay ang akon ngalan tungod kay baal . "
other bible questions answered why do people die . ,sabat sa iban pa nga pamangkot sa biblia ngaa nagakapatay ang mga tawo . 
does god really care about you . ,nagaulikid gid bala ang dios sa imo . 
what is god like . ,ano nga klase sang persona ang dios . 
does he have a name . ,may ngalan bala sia . 
is it possible to get close to god . ,puede bala mangin malapit sa dios . 
have you ever noticed the way children ask questions . ,naobserbahan mo bala kon paano mamangkot ang mga bata . 
many start asking as soon as they learn to speak . ,madamo sa ila ang nagapamangkot kon kabalo na sila maghambal . 
"with wide , eager eyes , they look up at you and ask such things as why is the sky blue . ",ang ila mga mata nagadalagku gid samtang nagapamangkot sa imo pareho sang ngaa blue ang langit . 
what are the stars made of . ,ngaa nagasiga ang mga bituon . 
who taught the birds to sing . ,ngaa nagahuni ang mga pispis . 
"you may try hard to answer , but it is not always easy . ","ginatinguhaan mo nga sabton sila , pero kon kaisa mabudlay kay bisan nakasabat ka na , mamangkot pa gid sila liwat sing ngaa haw . "
even your best answer may lead to yet another question why . ,"samtang nagadaku kita , pirme kita nagapamangkot para makatultol sang aton kaladtuan , para makalikaw sa katalagman , ukon para masabat ang mga pamangkot nga gusto gid naton mabal - an . "
"as we grow up , we keep asking . ",pero madamo ang daw wala na nagapamangkot . 
"we do this in order to find our way , to learn of dangers that we need to avoid , or to satisfy our curiosity . ",daw natak - an na sila magpangita sing mga sabat sa pinakaimportante nga mga pamangkot . 
"but many people seem to stop asking questions , especially the most important ones . ",pila lang ini sa pinakaimportante nga mga pamangkot nga siguro gusto mo gid masabat pero madamo ang wala na nagapamangkot sini . 
does the bible have the answers . ,may sabat bala ang biblia . 
some feel that its answers are too hard to understand . ,"para sa iban , mabudlay intiendihon ang mga sabat sini . "
others worry that asking questions could lead to shame or embarrassment . ,ang iban naman nahuya mamangkot . 
and some decide that such questions are best left to religious leaders and teachers . ,"kag siling sang iban , ang mga pari ukon mga pastor lang ang makasabat sini . "
what about you . ,"ti ikaw ' ya , ano ang imo opinyon sa sini . "
no doubt you sometimes wonder what is the purpose of life . ,sigurado nga nagapamangkot ka kon kaisa ano ang katuyuan sang kabuhi . 
is this life all there is . ,amo lang bala sini ang kabuhi . 
what is god really like . ,ano nga klase sang persona ang dios . 
"' it is good to ask such questions , and it is important that you do not give up until you find satisfying , reliable answers . ","' maayo gid nga ipamangkot ini , kag importante nga indi ka mag - untat asta nga makita mo ang eksakto kag masaligan nga mga sabat . "
"the famous teacher jesus christ said keep on asking , and it will be given you keep on seeking , and you will find keep on knocking , and it will be opened to you . ","ang kilala nga manunudlo nga si jesucristo nagsiling padayon kamo sa pagpangayo , kag kamo pagahatagan padayon kamo sa pagpangita , kag kamo makakita padayon kamo sa pagpanuktok , kag kamo pagabuksan . "
"despite what other people may have told you , there are answers , and you can find them in the bible . ","bisan ano pa ang ginsiling sang iban , may mga sabat gid , kag makita mo ini sa biblia . "
the answers are not too hard to understand . ,ang mga sabat indi mabudlay intiendihon . 
"better yet , they bring hope and joy . ",nagahatag ini sing paglaum kag kalipay . 
and they can help you to live a satisfying life right now . ,kag makabulig ini para mangin maayo ang imo kabuhi subong . 
"to begin , let us consider a question that has troubled many people . ","sa pagsugod , binagbinagon naton ang pamangkot nga pirme gid ginapamangkot . "
is god uncaring and hardhearted . ,ang dios bala wala nagaulikid kag wala sing balatyagon . 
"if god cared , ' they reason , would not the world be a very different place . ","siling nila , kon nagaulikid ang dios , tani indi amo sini ang sitwasyon subong . "
"' we look around and see a world full of war , hatred , and misery . ","' sa aton palibot , may inaway , pagdumtanay , kag kabudlayan . "
"and as individuals , we get sick , we suffer , we lose loved ones in death . ","nagamasakit man kita , nagaantos , kag napatyan sing mga pinalangga . "
"thus , many say , if god cared about us and our problems , would he not prevent such things from happening . ","gani madamo ang nagasiling , kon nagaulikid ang dios kag bal - an niya ang aton mga problema , tani ginpunggan niya nga matabo ini . "
"when tragedy strikes , they say that it is god ' s will . ","kay kon may malain nga matabo , nagasiling sila nga pagbuot ini sang dios . "
"in effect , such teachers blame god for the bad things that happen . ",gani pareho lang nga ginabasol nila ang dios sa mga trahedya nga nagakatabo . 
is that the truth about god . ,amo bala ini ang kamatuoran parte sa dios . 
what does the bible really teach . ,ano gid ang ginatudlo sang biblia . 
"' for with evil things god cannot be tried , nor does he himself try anyone . ",' kay ang dios indi matilawan paagi sa malaut nga mga butang kag wala man sia nagatilaw sa kay bisan sin - o . 
so god is never the source of the wickedness you see in the world around you . ,"gani , wala gid nagahalin sa dios ang malaut nga mga butang nga makita mo sa palibot . "
"granted , he does allow bad things to happen . ",nagapasugot sia nga matabo ang malain nga mga sitwasyon . 
but there is a big difference between allowing something to happen and causing it . ,"pero nagapasugot lang sia , kag indi sia ang ginahalinan sini . "
"when the son becomes rebellious and decides to leave home , his father does not stop him . ","sang nagrebelde ang bata kag nagdesisyon nga maghalin sa ila balay , wala sia ginpunggan sang iya amay . "
the son pursues a bad way of life and gets into trouble . ,ginpili sang bata ang malain nga pagkabuhi kag nag - antos sia . 
is the father the cause of his son ' s problems . ,ang amay bala ang ginhalinan sang mga problema sang iya bata . 
"similarly , god has not stopped humans when they have chosen to pursue a bad course , but he is not the cause of the problems that have resulted . ","wala niya ginpunggan ang mga tawo sang ginpili nila ang malain nga pagkabuhi , pero indi sia ang ginhalinan sang mga problema nga resulta sini . "
"surely , then , it would be unfair to blame god for all the troubles of mankind . ","gani , indi gid maayo nga basulon ang dios sa tanan nga pag - antos sang tawo . "
"as our wise and powerful creator , he does not have to explain his reasons to us . ","sia ang aton maalam kag gamhanan nga manunuga , amo nga indi na kinahanglan nga ipaathag niya sa aton ang iya mga rason . "
"out of love , however , god does this . ","pero bangod sang iya gugma , ginpaathag niya ini . "
but rest assured that god is not responsible for the problems we face . ,pero makasiguro ka nga indi ang dios ang nagahimo sang aton mga problema . 
"on the contrary , he gives us the only hope for a solution . ","sa baylo , ginahatagan niya kita sing paglaum nga amo lamang ang solusyon sa aton mga problema . "
this means that he is pure and clean . ,"buot silingon , putli sia kag matinlo . "
there is no trace of badness in him . ,wala gid sing malain sa iya . 
so we can trust him completely . ,gani masaligan gid naton sia . 
"that is more than we can say for humans , who sometimes become corrupt . ","pero indi naton ina masiling sa mga tawo , kay kon kaisa nagahimo sila sing malain . "
even the most honest human in authority often does not have the power to undo the damage that bad people do . ,bisan ang pinakamaayo nga tawo nga may awtoridad indi gid pirme makasarang magdula sang halit nga ginhimo sang mga malain . 
but god is all - powerful . ,pero ang dios labing gamhanan . 
he can and will undo all the effects that wickedness has had on mankind . ,"masarangan niya dulaon ang tanan nga epekto sang kalautan nga natabo sa mga tawo , kag himuon gid niya ini . "
"when god acts , he will do so in a way that will end evil forever . ","kon maghulag na ang dios , dulaon niya sing permanente ang kalautan . "
how does god feel about injustices we face . ,ano ang ginabatyag sang dios kay ang aton sitwasyon wala pirme sing katarungan . 
"well , the bible teaches that god loves justice . ",ang biblia nagatudlo sa aton nga ang dios mahigugmaon sa katarungan . 
so he cares deeply about what is right and what is wrong . ,gani importante sa iya kon ano ang husto kag sala . 
he hates all kinds of injustice . ,ginadumtan niya ang tanan nga sitwasyon nga wala sing katarungan . 
the bible says that god ' s heart was saddened when badness filled the world in times past . ,ang biblia nagasiling nga nasubuan gid ang tagipusuon ' sang dios kay ang mga tawo sadto malain katama . 
god has not changed . ,wala nagbag - o ang dios . 
he still hates to see the suffering that is taking place worldwide . ,"asta subong , ginadumtan niya ang pag - antos nga nagakatabo sa bilog nga kalibutan . "
and god hates to see people suffer . ,kag naugot gid sia magtan - aw nga nagaantos ang mga tawo . 
"he cares for you , the bible says . ","nagaulikid sia sa inyo , siling sang biblia . "
here is further proof . ,ari ang isa pa ka ebidensia . 
the bible teaches that man was made in the image of god . ,ginatudlo sang biblia nga ang tawo gintuga sa larawan sang dios . 
we thus have good qualities because god has good qualities . ,ang aton maayo nga mga kinaiya ebidensia nga ang dios may maayo nga mga kinaiya . 
"for example , does it bother you to see innocent people suffer . ","halimbawa , nalainan ka bala magtan - aw nga nagaantos ang inosente nga mga tawo . "
"if you care about such injustices , be assured that god feels even more strongly about them . ","kon nalainan ka , masiguro mo nga mas nalainan gid ang dios . "
that also reflects god . ,amo man sina ang dios . 
the bible teaches that god is love . ,ginatudlo sang biblia nga ang dios gugma . 
we love because god loves . ,nagahigugma kita kay nagahigugma ang dios . 
would love move you to end the suffering and the injustice you see in the world . ,"indi bala nga bangod sa gugma , indi mo gusto nga wala sing katarungan kag nagaantos ang mga tawo . "
"if you had the power to do that , would you do it . ","kon may gahom ka , dulaon mo bala ini nga mga sitwasyon . "
of course you would . ,makasalig ka man nga dulaon ini sang dios . 
you can be just as sure that god will end suffering and injustice . ,ang mga saad nga mabasa sa introduksion sini nga libro indi lamang mga damgo ukon wala pulos nga mga paglaum . 
the promises mentioned in the preface of this book are not mere dreams or idle hopes . ,ang mga saad sang dios sigurado gid nga matuman . 
"god ' s promises are sure to come true . in order to put faith in such promises , though , you need to know more about the god who has made them . ","pero para makasalig ka sa sini nga mga saad , kinahanglan nga makilala mo pa gid ang dios nga nagsaad sini . "
would you not tell the person your name . ,indi bala nga isugid mo sa iya ang imo ngalan . 
does god have a name . ,may ngalan bala ang dios . 
"many religions answer that his name is god or lord , but those are not personal names . ","madamo nga relihion ang nagasiling nga ang iya ngalan amo ang dios ukon ginuo , pero indi ini personal nga mga ngalan . "
"they are titles , just as king and president are titles . ","mga titulo ini , pareho sang hari kag presidente . "
the bible teaches that god has many titles . ,"ginatudlo sang biblia nga madamo sing titulo ang dios , pareho sang dios kag ginuo . "
god and lord are among them . ,"pero , ginatudlo man sang biblia nga may personal gid sia nga ngalan jehova . "
"however , the bible also teaches that god has a personal name jehovah . ","kon indi mo mabasa sa imo biblia ini nga ngalan , puede mo tan - awon ang artikulo sa apendise nga ang ngalan sang dios ang paggamit sini kag ang kahulugan sini para mabal - an mo ang rason . "
"if your bible translation does not contain that name , you may want to consult the appendix article the divine name its use and its meaning to learn why that is so . ",ang ngalan sang dios mabasa sing linibo ka beses sa daan nga mga sinulatan sang biblia . 
the truth is that god ' s name appears thousands of times in ancient bible manuscripts . ,"gani , gusto ni jehova nga makilala mo sia kag tawgon sia sa iya personal nga ngalan . "
so jehovah wants you to know his name and to use it . ,"paagi sa biblia , ginapakilala niya sa imo ang iya kaugalingon . "
"in a sense , he is using the bible to introduce himself to you . ","ang iya ngalan , nga jehova , nagakahulugan nga matuman niya ang bisan ano nga iya ginasaad kag ginatuyo . "
"his name , jehovah , means that god can fulfill any promise he makes and can carry out any purpose he has in mind . ",ang ngalan sang dios lain sa tanan . 
"god ' s name is unique , one of a kind . ",sia lamang ang may amo sini nga ngalan . 
"in a number of ways , jehovah is unique . ",wala man si jehova sing kapareho sa madamo nga paagi . 
"similarly , jehovah alone is referred to as the almighty . ","magluwas sini , si jehova lamang ang gintawag nga labing gamhanan . "
"righteous and true are your ways , king of eternity . ","matarong kag matuod ang imo mga dalanon , hari nga dayon . "
the title the almighty teaches us that jehovah is the most powerful being there is . ,ang titulo nga labing gamhanan nagatudlo sa aton nga si jehova ang pinakagamhanan nga persona . 
his power is unmatched it is supreme . ,ang iya gahom indi matupungan kag amo ini ang pinakamakusog nga gahom . 
and the title king of eternity reminds us that jehovah is unique in another sense . ,ginapadumdom man sa aton sang titulo nga hari nga dayon ang isa pa ka rason kon ngaa lain gid si jehova . 
he alone has always existed . ,sia lamang ang wala sing ginsuguran kag wala sing katapusan . 
"that thought inspires awe , does it not . ",indi bala nga magadayaw ka gid sa sini nga kamatuoran . 
everything that you can think of from the invisible spirit creatures in heaven to the stars that fill the night sky to the fruit that grows on the trees to the fish that swim in the oceans and rivers all of it exists because jehovah is the creator . ,"ang tanan sa palibot halin sa indi makita nga mga tinuga sa langit , sa madamo katama nga bituon kon gab - i , sa bunga sang mga kahoy , asta sa mga isda nga nagalangoy sa dagat kag sa mga suba nagluntad tanan bangod si jehova amo ang manunuga . "
can you be close to jehovah . ,posible bala nga mangin malapit ka kay jehova . 
"they fear that god is too high for them , that they could never get close to him or even matter to such a lofty god . ","pamatyag nila ang dios tuman kataas , gani imposible mangin malapit sa iya ukon indi sila pagsapakon sang amo sini kataas nga dios . "
but is this idea correct . ,eksakto bala ini . 
the bible teaches just the opposite . ,lain ang ginatudlo sang biblia . 
"it says of jehovah in fact , he is not far off from each one of us . ","nagasiling ini parte kay jehova ang matuod , indi sia malayo sa tagsa sa aton . "
